vicon1404163060.13,0,0.00517187452316,-0.0598912162781,0.44481262207,1,0.00878413295746,-0.0826206588745,0.121271644592,2,-0.0731455078125,0.0130459575653,0.120628181458,3,-0.0380802764893,0.0119293937683,0.445345672607,
vicon1404163060.14,0,0.00532007169724,-0.0597096939087,0.444921264648,1,0.00879350852966,-0.0825318145752,0.121349105835,2,-0.0731840057373,0.0129390916824,0.120576049805,3,-0.0380848846436,0.0120222358704,0.445381652832,
vicon1404163060.15,0,0.00532601928711,-0.0596901664734,0.444913208008,1,0.00874631309509,-0.0826196365356,0.121260314941,2,-0.0731712722778,0.0130672769547,0.120641441345,3,-0.0380854301453,0.0119724721909,0.445304931641,
vicon1404163060.16,0,0.00524288034439,-0.059764705658,0.444876464844,1,0.00875322246552,-0.0827153701782,0.121179031372,2,-0.0731262817383,0.0131501379013,0.12071774292,3,-0.0380737876892,0.0119325008392,0.445308959961,
vicon1404163060.17,0,0.00532586956024,-0.0598099060059,0.444998596191,1,0.00883495903015,-0.0823851013184,0.121417098999,2,-0.0731186294556,0.0130322351456,0.120587982178,3,-0.0380682563782,0.0119582843781,0.445315734863,
vicon1404163060.18,0,0.00534206056595,-0.0597253761292,0.444917907715,1,0.00878201007843,-0.0826303482056,0.121224433899,2,-0.0731432113647,0.0128890771866,0.120528343201,3,-0.0380508766174,0.0120799636841,0.445347930908,
vicon1404163060.19,0,0.00528168439865,-0.0597258529663,0.444860626221,1,0.00881829357147,-0.0826871490479,0.121236984253,2,-0.0731549987793,0.0128090591431,0.120524368286,3,-0.0380513572693,0.0120148220062,0.445396911621,
vicon1404163060.2,0,0.00531165838242,-0.0597934608459,0.444899627686,1,0.00873636245728,-0.082940322876,0.121055580139,2,-0.0731655273437,0.012935508728,0.120566490173,3,-0.0381111602783,0.0119778165817,0.44532208252,
vicon1404163060.21,0,0.00526868486404,-0.0598196907043,0.444876678467,1,0.00874912929535,-0.0826819000244,0.121196960449,2,-0.0730729904175,0.0130035638809,0.120609466553,3,-0.038036567688,0.0119676876068,0.445311340332,
vicon1404163060.22,0,0.00514790296555,-0.0598649559021,0.444795562744,1,0.00881516933441,-0.0825828933716,0.12131829071,2,-0.0731861038208,0.0128360452652,0.120433349609,3,-0.0380746002197,0.0119644594193,0.445355712891,
vicon1404163060.23,0,0.00518748140335,-0.0598293876648,0.444840911865,1,0.00879242229462,-0.0826161193848,0.121244041443,2,-0.0731279296875,0.0130357408524,0.120646118164,3,-0.0380408668518,0.0119704494476,0.445346252441,
vicon1404163060.24,0,0.00519708347321,-0.0599253005981,0.444869049072,1,0.00881287670135,-0.0827342529297,0.12118926239,2,-0.0731550292969,0.0130612487793,0.120615486145,3,-0.0380822067261,0.011905872345,0.445254638672,
